product_name_id,product_url,review_id,rating,title,review_text,submission_time,author,is_staff,is_verified_buyer,badge,likes,incentivized_review_label,fit_feedback,height,weight,size_purchased,usual_size,total_comments,comments_json,lulu_response_author,lulu_response_text,lulu_response_time,photo_count,photo_urls,photo_thumbnails,photo_captions,downloaded_image_paths
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,249218877,1,Dissatisfied,"Have been a loyal customer. However, this purchase is trash , the jacket was thrown in a shipping package no wrapping. The jacket is clearly dirty with makeup stains on the front. Very disappointing",2026-04-02T20:24:49.000+00:00,,False,False,,2,,True to size,,,14,14,0,[],Guest Education Centre (GEC),"We hear you—receiving your Define Jacket in this condition isn't the experience we strive for. This falls shorts of our quality standards, and we'd like to learn more. Please keep an eye on your inbox as we follow up shortly.",2026-04-03T12:17:01.000+00:00,2,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/a70694bc-8f2c-5ad9-9b88-6c8e433e827a ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/bf487be8-add9-5beb-af59-afe8644e6f75,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/be28f0be-15fc-5449-87a7-5e313c4c6c0e ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/dbe22090-0cd7-5c50-b22a-227db4934222,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\249218877_16850920.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\249218877_16850921.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,249096011,1,Color difference from image,I ordered this expecting a pink color as pictured in the image but instead it looks more like a light purple. I am very disappointed!,2026-03-29T16:13:18.000+00:00,,False,False,,0,,True to size,,,14,14,0,[],Guest Education Centre (GEC),"We appreciate you taking the time to share your experience with the Define Jacket. We’re sorry to hear the colour appeared differently than expected, and we’ll share your feedback with our team.",2026-03-29T18:18:54.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,249088452,1,Porcelain pink is not pink,"I ordered porcelain pink, it’s not pink it’s light purple and it also looks nothing like any of the photos that are posted",2026-03-29T04:50:09.000+00:00,,False,False,,1,,True to size,,,4,Small/medium,0,[],,,,1,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/b93a589f-da7d-5eb7-8432-f6f16e2417b6,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/e38a7856-8b0d-5f00-b89e-bd6c9ce8219e,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\249088452_16803634.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,249067280,1,$130 don’t,It's not worth $130.00; the fabric is very cheap. I am very disappointed,2026-03-28T04:38:54.000+00:00,,False,False,,0,,True to size,,,6,0,0,[],Guest Education Centre (GEC),We appreciate you sharing your experience with this jacket. Please know we're always here to assist with quality concerns in-store or online via the Contact Us page—we'd love to hear more about your experience.,2026-03-28T12:28:31.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248998023,1,Recieved broken product,"See attached photos for reference; I contacted customer service via email, got one response, I replied by sending them photos in the follow up email, but no response afterwards. It’s almost been a week. I’ve sent another follow up email, again, no response. The broken zipper does not work at all. I will reconsider if I would like to continue my future purchase with Lulu or switch to another brand.",2026-03-25T03:14:19.000+00:00,,False,False,,1,,True to size,,,14,14,0,[],,,,3,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/440c23dc-00ec-5ff5-8ae1-1e7f8a932cc5 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/33267599-921e-5f9a-b5aa-0abe4479f25f ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/6d82d4f5-eaf7-5918-a6dd-37c18c9a4aa3,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/f785e0f7-0fea-5e58-a63a-db29fe4f046f ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/967af897-cdaa-5652-b4ed-6c3558ffd5ee ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/a686972d-c50f-5316-b19b-8543462c6107,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248998023_16762787.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248998023_16762788.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248998023_16762789.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248984658,1,Wish I could accurately review product.,"Website said order would be filled. Got a tracking number. Said order was shipped. Had delivery date. Then delivery date kept being pushed back. And then package was marked as lost. While Lulu was great with refunding my purchase, I really just wanted the jacket in this color.",2026-03-24T16:12:19.000+00:00,,False,False,Sweat Collective member,2,,,,,14,14,0,[],Guest Education Centre (GEC),We care about your experience and appreciate the honest feedback. We suggest signing up for product notifications—you'll be first to know about restocks.,2026-03-24T17:49:28.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248976409,1,Horrible material,"Washed my jacket twice and it looks like it’s 5 years old. Washed it accordingly, on delicate with all of my lulu stuff no drying",2026-03-24T04:26:57.000+00:00,,False,False,,1,,True to size,,,8,8,0,[],,,,5,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/ae075863-33c2-51af-ad3a-a56dea20c653 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/a079d70e-0300-5707-8693-1ca64f37198a ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/47d9d084-1838-5086-8dce-1f07f53e0ad3 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/cf4e5a46-b7a5-5513-805e-a4309f7b6054 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/75fc42d3-0712-57df-9866-53536adf9db5,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/227177a2-2393-5866-bbde-943ea415185e ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/6d970a1b-625e-5a7d-b996-7534ccd6f8b2 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/40756040-b4f9-571d-b425-5efb7d7487b3 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/b3618384-8318-5078-a727-850dd16d8d11 ; https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/48e718e1-e54a-5327-998a-a754b83c6355,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248976409_16752919.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248976409_16752920.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248976409_16752921.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248976409_16752922.jpg ; C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248976409_16752923.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248903496,1,Wrong color,"The color is completely misleading. The real color is dirty, muddy and darker. Really bad color! Very very disappointed!",2026-03-20T21:26:34.000+00:00,,False,False,,1,,Runs a bit small,,,12,12,0,[],,,,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248874275,1,Review,Color is different than what is pictured,2026-03-19T15:10:53.000+00:00,,False,False,,2,,True to size,,,12,10,0,[],Guest Education Centre (GEC),"We hear your feedback about the Define Jacket not matching the colour description that was expected, and we want to ensure there are no discrepancies when shopping our gear online. If you require any support with setting up an online return, you can reach out to us via Live Chat, or give us a call at 1.877.263.9300.",2026-03-19T17:00:43.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248812837,1,Delivery issue,The item shipped 2/28/26 today is 3/16/26. It still has not arrived. I can’t find someone to talk to about this issue.,2026-03-16T21:32:38.000+00:00,,False,False,,2,,,,,,,0,[],Guest Education Centre (GEC),"Thanks for sharing your experience with the Define Jacket. We’re sorry to hear your order hasn’t arrived yet and that you’ve had trouble reaching someone for help—that’s definitely frustrating. We appreciate you calling this out. If you’re able, connecting with our Guest Education Centre or live chat through the lululemon website or app can help the team look into the shipment and provide an update.",2026-03-16T23:15:55.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248648446,1,The park on the zipper broke after using it 2 time,The zipper broke after using it 2 times,2026-03-09T17:59:05.000+00:00,,False,False,,3,,,,,,,0,[],Guest Education Centre (GEC),"Thanks for sharing your feedback for the Define Jacket. We're so sorry to hear that the zipper broke, and we'd love to hear more about this. We've sent you a follow-up email to carry on this conversation in more detail.",2026-03-09T18:46:42.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248628878,1,!,I initially fell in love with this set because I thought it was going to be like a teal color and I had I was looking for a nice spring summer jacket when I received a jacket the jacket was a forest green I do not believe I have to explain any further .,2026-03-08T19:54:24.000+00:00,,False,False,,2,,True to size,,,4,4,0,[],,,,1,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/67a8f825-6dec-500b-99c0-8a9e483050bd,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/24edb74e-c4ed-5f18-934a-268018201f94,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248628878_16568465.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248559730,1,Disappointed with purchase,Very disappointed with this purchase the zipper broke off after first wash and I did let it air dry.,2026-03-05T05:52:32.000+00:00,,False,False,,2,,,,,,,0,[],,,,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248532782,1,Not true color,I reached out to the company about the color not looking no where similar to the photo on the site and they brushed me off saying it’s the lighting I also received my item already opened and unfolded which has never happened when shopping with them and they basically said nothing,2026-03-03T22:08:19.000+00:00,,False,False,,1,,True to size,,,4,4,0,[],,,,1,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/42b37588-196d-5b6f-b569-1f828952b0bb,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/9b55eca4-34d0-55c4-b807-a3e432fbef07,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248532782_16511524.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248532713,1,2/10,I rate the color a 2/10 because it’s nowhere near the color that’s showing on the site I contacted them about it,2026-03-03T22:04:55.000+00:00,,False,False,,2,,True to size,,,4,4,0,[],,,,1,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/5a101607-f8da-50a8-95f5-283de5824e5c,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/8c8f3245-8ae6-5806-b163-edc26e5bbf43,,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248532713_16511409.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248525026,1,Service bad,wont take back to change colors,2026-03-03T14:25:52.000+00:00,,False,False,,0,,Runs a bit small,,,,,0,[],Guest Education Centre (GEC),Thanks for sharing your experience with us. We'd be happy to help explore return options with you—connect with us through our Contact Us page.,2026-03-03T16:31:39.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248517320,1,love,"i loved my purchases , that’s why i’m always buying at lulu",2026-03-03T01:51:10.000+00:00,,False,False,Incentivized review,0,Received free product or lululemon affiliate,,,,,,0,[],Guest Education Centre (GEC),Comfort and style that you can always count on.,2026-03-03T13:03:41.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248516210,1,Just wasn’t it for me,Too thin & the zipper didn’t work had to fix it got stuck! Also this location I purchased at the staff wasn’t helpful the person we checked out with rushed us! Anyways,2026-03-03T00:54:34.000+00:00,,False,False,,1,,,,,,S,0,[],Guest Education Centre (GEC),Thanks for your feedback on the Define Jacket. We’re sorry to hear about the zipper issue and your store experience. Please keep an eye on your inbox—an email will be sent shortly to further assist you.,2026-03-03T01:32:58.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248486191,1,Disappointed,Ordered this and came dirty then reordered and also came dirty! Staff was not apologetic and did not help much or care. Simply returned and got money back. Haven’t bought anything since.,2026-03-01T15:47:41.000+00:00,,False,False,,1,,True to size,,,,4-6,0,[],,,,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248389172,1,"Cute, but def not worth.",The quality on these jackets used to justify the price point and now it feels cheap. The colour is super cute and the fit is amazing however it does not justify the significant quality drop from years before.,2026-02-25T00:42:55.000+00:00,,False,False,,3,,True to size,,,2,2,0,[],Guest Education Centre (GEC),"Thanks for taking the time to share this—we’re really glad to hear you’re loving the colour and fit, but we understand how disappointing it can feel when the quality doesn’t match your past experiences. The Define Jacket has gone through design and fabric evolutions over the years as we continue to innovate for comfort, performance, and feel, but long-lasting quality remains incredibly important to us.",2026-02-25T01:17:01.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248143991,1,Layered look is terrible. Fabric clingy and tight.,When you layer this jacket of the matching tank or bralett it shows all the outlines of the seams. I’m normally a size 8-10 and even the looser fit 12 size looked way too tight.,2026-02-15T23:09:46.000+00:00,,False,False,,3,,,,,12,10,0,[],Guest Education Centre (GEC),"Your personal feedback is insightful—we suggest checking out our Define Jacket in Luon material. It provides a thicker feel that may help, so we suggest connecting with a Product Expert to chat about all things product personalized to you. Head to our Contact Us page to get started.",2026-02-16T13:17:08.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248136896,1,Downgraded.,Why would lululemon remove the air vent in the back? It defeats the whole purpose of purchasing athletic wear. Am I just supposed to sweat through the back? Why wouldn’t you make two versions for customers that prefer the vent at the back? Why would you downgrade the design all together? You save material while the price keeps increasing. Makes no sense at all.,2026-02-15T17:57:37.000+00:00,inviolable,False,False,,4,,True to size,,,4,4,0,[],Guest Education Centre (GEC),"Thanks for sharing your feedback so candidly. We hear how important that back vent feature was for you. Design details like ventilation can make a big difference in performance and comfort, especially in a piece meant to move with you.",2026-02-15T18:31:45.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248088945,1,Not the same old Lulu,"I've had several of these jackets over the years. It was time to replace one. The new version is made of thinner material and feels less luxurious than previous ones. Truthfully, my 7 year old one felt thicker and more sturdy than the new one. The hand slit in the sleeve has been repositioned to a horizontal, versus vertical, cut which is uncomfortable on my hand. I returned the item because just wasn't as good as my previous purchases.",2026-02-13T02:16:25.000+00:00,,False,False,,3,,,,,8,,0,[],Guest Education Centre (GEC),Thanks for sharing your review about this jacket. We hear your thoughts about the fit and feel and appreciate your feedback. Please know we're always working on elevating our gear and providing a better experience for you.,2026-02-13T15:38:56.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,248069958,1,Disappointed,I brought my lululemon and only wore it twice but the fabric is already peeling. For the price this quality is unacceptable. Never buying here agan,2026-02-12T17:20:55.000+00:00,,False,False,,3,,True to size,,,4,4,0,[],Guest Education Centre (GEC),"Thanks for sharing your experience with the Define Jacket. We understand how pilling after two wears isn't ideal, and we appreciate you for flagging this with us. This isn't the experience we aim to provide, and we'd love to support you—our team would be happy to help in store, check out our Quality Promise page to explore next steps online.",2026-02-12T19:33:50.000+00:00,1,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/6c990fdd-0ac5-51a1-bb87-90a7cbb7cd27,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86bHVsdWxlbW9u/03d83029-c1af-52f9-b764-c5e2e52d1e4b,U can already see the peeling and this is my second time wearing this,C:\Users\hiruk\OneDrive\Desktop\lululemon\lululemon-review-scraper\output\lululemon_define_jacket_review_images\248069958_16321977.jpg
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,247918118,1,Didn’t get it,Didn’t get it no reason why,2026-02-04T22:41:58.000+00:00,,False,False,,1,,,,,Medium,Medium,0,[],Guest Education Centre (GEC),"We'd love to make things right. To continue the conversation, connect with us through our 'Contact Us' page.",2026-02-05T00:16:47.000+00:00,0,,,,
Define_Jacket_Nulu,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158?color=75697,247870393,1,Purchased at full price and had stain on front,Got ready to wear and it was soiled,2026-02-02T13:32:56.000+00:00,,False,False,,2,,,,,14,,0,[],Guest Education Centre (GEC),"This is far from the experience we strive to provide. Check your email inbox, we want to continue the conversation and provide next best steps—talk soon.",2026-02-02T14:42:19.000+00:00,0,,,,
